1441370987.26,bbbb::12:4b00:60d:f53b,0,17,17,-33,242
1441370987.26,bbbb::12:4b00:60d:f53b,1,16,16,-33,242
1441370987.26,bbbb::12:4b00:60d:f53b,2,16,16,-33,242
1441370987.26,bbbb::12:4b00:60d:f53b,3,16,16,-34,241
1441370987.26,bbbb::12:4b00:60d:f53b,4,17,17,-35,241
1441370987.26,bbbb::12:4b00:60d:f53b,5,17,17,-35,240
1441370987.26,bbbb::12:4b00:60d:f53b,6,18,18,-36,242
1441370987.26,bbbb::12:4b00:60d:f53b,7,15,15,-36,242
1441370989.29,bbbb::12:4b00:60d:f53b,8,19,19,-36,242
1441370989.29,bbbb::12:4b00:60d:f53b,9,21,21,-36,242
1441370989.29,bbbb::12:4b00:60d:f53b,10,20,20,-36,242
1441370989.29,bbbb::12:4b00:60d:f53b,11,22,22,-36,241
1441370989.29,bbbb::12:4b00:60d:f53b,12,19,19,-37,242
1441370989.29,bbbb::12:4b00:60d:f53b,13,19,19,-37,242
1441370989.29,bbbb::12:4b00:60d:f53b,14,20,20,-38,241
1441370989.29,bbbb::12:4b00:60d:f53b,15,21,21,-38,241
1441370991.31,bbbb::12:4b00:60d:f53b,0,23,23,-33,242
1441370991.31,bbbb::12:4b00:60d:f53b,1,24,24,-33,239
1441370991.31,bbbb::12:4b00:60d:f53b,2,24,24,-33,239
1441370991.31,bbbb::12:4b00:60d:f53b,3,24,24,-33,242
1441370991.31,bbbb::12:4b00:60d:f53b,4,25,25,-34,240
1441370991.31,bbbb::12:4b00:60d:f53b,5,24,24,-35,242
1441370991.31,bbbb::12:4b00:60d:f53b,6,25,25,-35,242
1441370991.31,bbbb::12:4b00:60d:f53b,7,23,23,-35,242
1441370993.35,bbbb::12:4b00:60d:f53b,8,26,26,-35,242
1441370993.35,bbbb::12:4b00:60d:f53b,9,28,28,-36,242
1441370993.35,bbbb::12:4b00:60d:f53b,10,26,26,-36,242
1441370993.35,bbbb::12:4b00:60d:f53b,11,29,29,-36,240
1441370993.35,bbbb::12:4b00:60d:f53b,12,27,27,-37,242
1441370993.35,bbbb::12:4b00:60d:f53b,13,27,27,-37,242
1441370993.35,bbbb::12:4b00:60d:f53b,14,27,27,-37,242
1441370993.35,bbbb::12:4b00:60d:f53b,15,29,29,-38,242
1441370995.37,bbbb::12:4b00:60d:f53b,0,31,31,-33,240
1441370995.37,bbbb::12:4b00:60d:f53b,1,32,32,-33,240
1441370995.37,bbbb::12:4b00:60d:f53b,2,32,32,-33,239
1441370995.37,bbbb::12:4b00:60d:f53b,3,31,31,-33,242
1441370995.37,bbbb::12:4b00:60d:f53b,4,32,32,-34,242
1441370995.37,bbbb::12:4b00:60d:f53b,5,31,31,-35,242
1441370995.37,bbbb::12:4b00:60d:f53b,6,33,33,-35,240
1441370995.37,bbbb::12:4b00:60d:f53b,7,31,31,-35,242
1441370997.39,bbbb::12:4b00:60d:f53b,8,34,34,-35,242
1441370997.39,bbbb::12:4b00:60d:f53b,9,35,35,-36,242
1441370997.39,bbbb::12:4b00:60d:f53b,10,34,34,-36,240
1441370997.39,bbbb::12:4b00:60d:f53b,11,36,36,-36,242
1441370997.39,bbbb::12:4b00:60d:f53b,12,35,35,-37,242
1441370997.39,bbbb::12:4b00:60d:f53b,13,34,34,-37,242
1441370997.39,bbbb::12:4b00:60d:f53b,14,34,34,-37,242
1441370997.39,bbbb::12:4b00:60d:f53b,15,36,36,-38,242
1441370999.42,bbbb::12:4b00:60d:f53b,0,39,39,-32,242
1441370999.42,bbbb::12:4b00:60d:f53b,1,40,40,-33,240
1441370999.42,bbbb::12:4b00:60d:f53b,2,39,39,-33,242
1441370999.42,bbbb::12:4b00:60d:f53b,3,38,38,-33,242
1441370999.42,bbbb::12:4b00:60d:f53b,4,39,39,-34,240
1441370999.42,bbbb::12:4b00:60d:f53b,5,39,39,-35,242
1441370999.42,bbbb::12:4b00:60d:f53b,6,41,41,-35,242
1441370999.42,bbbb::12:4b00:60d:f53b,7,38,38,-35,242
1441371001.44,bbbb::12:4b00:60d:f53b,8,42,42,-36,242
1441371001.44,bbbb::12:4b00:60d:f53b,9,43,43,-36,240
1441371001.44,bbbb::12:4b00:60d:f53b,10,42,42,-36,242
1441371001.44,bbbb::12:4b00:60d:f53b,11,44,44,-36,242
1441371001.44,bbbb::12:4b00:60d:f53b,12,42,42,-37,240
1441371001.44,bbbb::12:4b00:60d:f53b,13,41,41,-37,242
1441371001.44,bbbb::12:4b00:60d:f53b,14,42,42,-37,242
1441371001.44,bbbb::12:4b00:60d:f53b,15,43,43,-38,242
1441371003.47,bbbb::12:4b00:60d:f53b,0,46,46,-33,242
1441371003.47,bbbb::12:4b00:60d:f53b,1,47,47,-33,240
1441371003.47,bbbb::12:4b00:60d:f53b,2,46,46,-33,242
1441371003.47,bbbb::12:4b00:60d:f53b,3,46,46,-33,240
1441371003.47,bbbb::12:4b00:60d:f53b,4,47,47,-34,242
1441371003.47,bbbb::12:4b00:60d:f53b,5,46,46,-35,242
1441371003.47,bbbb::12:4b00:60d:f53b,6,48,48,-35,242
1441371003.47,bbbb::12:4b00:60d:f53b,7,45,45,-35,240
1441371005.5,bbbb::12:4b00:60d:f53b,8,49,49,-36,240
1441371005.5,bbbb::12:4b00:60d:f53b,9,51,51,-36,240
1441371005.5,bbbb::12:4b00:60d:f53b,10,50,50,-36,242
1441371005.5,bbbb::12:4b00:60d:f53b,11,51,51,-36,240
1441371005.5,bbbb::12:4b00:60d:f53b,12,49,49,-37,240
1441371005.5,bbbb::12:4b00:60d:f53b,13,49,49,-37,240
1441371005.5,bbbb::12:4b00:60d:f53b,14,50,50,-38,242
1441371005.5,bbbb::12:4b00:60d:f53b,15,51,51,-38,242
1441371007.39,bbbb::12:4b00:60d:f53b,0,53,53,-33,240
1441371007.39,bbbb::12:4b00:60d:f53b,1,54,54,-33,240
1441371007.39,bbbb::12:4b00:60d:f53b,2,54,54,-33,242
1441371007.39,bbbb::12:4b00:60d:f53b,3,54,54,-33,242
1441371007.39,bbbb::12:4b00:60d:f53b,4,55,55,-34,242
1441371007.39,bbbb::12:4b00:60d:f53b,5,53,53,-35,242
1441371007.39,bbbb::12:4b00:60d:f53b,6,55,55,-36,242
1441371007.39,bbbb::12:4b00:60d:f53b,7,53,53,-35,242
1441371009.41,bbbb::12:4b00:60d:f53b,8,56,56,-36,240
1441371009.41,bbbb::12:4b00:60d:f53b,9,58,58,-36,240
1441371009.41,bbbb::12:4b00:60d:f53b,10,56,56,-36,242
1441371009.41,bbbb::12:4b00:60d:f53b,11,58,58,-36,240
1441371009.41,bbbb::12:4b00:60d:f53b,12,57,57,-37,242
1441371009.41,bbbb::12:4b00:60d:f53b,13,57,57,-37,242
1441371009.41,bbbb::12:4b00:60d:f53b,14,57,57,-38,242
1441371009.41,bbbb::12:4b00:60d:f53b,15,59,59,-38,240
1441371011.44,bbbb::12:4b00:60d:f53b,0,62,62,-32,242
1441371011.44,bbbb::12:4b00:60d:f53b,1,62,62,-33,242
1441371011.44,bbbb::12:4b00:60d:f53b,2,62,62,-33,242
1441371011.44,bbbb::12:4b00:60d:f53b,3,61,61,-33,240
1441371011.44,bbbb::12:4b00:60d:f53b,4,61,61,-34,242
1441371011.44,bbbb::12:4b00:60d:f53b,5,62,62,-35,241
1441371011.44,bbbb::12:4b00:60d:f53b,6,63,63,-35,242
1441371011.44,bbbb::12:4b00:60d:f53b,7,61,61,-35,240
1441371013.46,bbbb::12:4b00:60d:f53b,8,64,64,-36,242
1441371013.46,bbbb::12:4b00:60d:f53b,9,65,65,-36,242
1441371013.46,bbbb::12:4b00:60d:f53b,10,64,64,-36,242
1441371013.46,bbbb::12:4b00:60d:f53b,11,66,66,-36,242
1441371013.46,bbbb::12:4b00:60d:f53b,12,65,65,-37,242
1441371013.46,bbbb::12:4b00:60d:f53b,13,63,63,-37,242
1441371013.46,bbbb::12:4b00:60d:f53b,14,64,64,-38,242
1441371013.46,bbbb::12:4b00:60d:f53b,15,66,66,-38,242
1441371015.49,bbbb::12:4b00:60d:f53b,0,70,70,-33,242
1441371015.49,bbbb::12:4b00:60d:f53b,1,69,69,-33,242
1441371015.49,bbbb::12:4b00:60d:f53b,2,69,69,-33,242
1441371015.49,bbbb::12:4b00:60d:f53b,3,68,68,-33,240
1441371015.49,bbbb::12:4b00:60d:f53b,4,69,69,-34,239
1441371015.49,bbbb::12:4b00:60d:f53b,5,70,70,-35,240
1441371015.49,bbbb::12:4b00:60d:f53b,6,71,71,-36,240
1441371015.49,bbbb::12:4b00:60d:f53b,7,67,67,-35,242
1441371017.51,bbbb::12:4b00:60d:f53b,8,71,71,-35,242
1441371017.51,bbbb::12:4b00:60d:f53b,9,73,73,-36,242
1441371017.51,bbbb::12:4b00:60d:f53b,10,72,72,-36,242
1441371017.51,bbbb::12:4b00:60d:f53b,11,74,74,-36,242
1441371017.51,bbbb::12:4b00:60d:f53b,12,72,72,-37,242
1441371017.51,bbbb::12:4b00:60d:f53b,13,71,71,-37,240
1441371017.51,bbbb::12:4b00:60d:f53b,14,72,72,-37,242
1441371017.51,bbbb::12:4b00:60d:f53b,15,73,73,-38,240
1441371019.54,bbbb::12:4b00:60d:f53b,0,77,77,-33,242
1441371019.54,bbbb::12:4b00:60d:f53b,1,76,76,-33,240
1441371019.54,bbbb::12:4b00:60d:f53b,2,76,76,-33,242
1441371019.54,bbbb::12:4b00:60d:f53b,3,76,76,-34,240
1441371019.54,bbbb::12:4b00:60d:f53b,4,77,77,-34,242
1441371019.54,bbbb::12:4b00:60d:f53b,5,77,77,-35,242
1441371019.54,bbbb::12:4b00:60d:f53b,6,77,77,-36,242
1441371019.54,bbbb::12:4b00:60d:f53b,7,75,75,-35,242
1441371021.57,bbbb::12:4b00:60d:f53b,8,78,78,-35,242
1441371021.57,bbbb::12:4b00:60d:f53b,9,81,81,-36,242
1441371021.57,bbbb::12:4b00:60d:f53b,10,79,79,-36,242
1441371021.57,bbbb::12:4b00:60d:f53b,11,81,81,-36,242
1441371021.57,bbbb::12:4b00:60d:f53b,12,79,79,-37,242
1441371021.57,bbbb::12:4b00:60d:f53b,13,79,79,-37,242
1441371021.57,bbbb::12:4b00:60d:f53b,14,79,79,-37,242
1441371021.57,bbbb::12:4b00:60d:f53b,15,81,81,-38,242
1441371023.59,bbbb::12:4b00:60d:f53b,0,84,84,-33,240
1441371023.59,bbbb::12:4b00:60d:f53b,1,84,84,-33,240
1441371023.59,bbbb::12:4b00:60d:f53b,2,84,84,-33,242
1441371023.59,bbbb::12:4b00:60d:f53b,3,83,83,-34,238
1441371023.59,bbbb::12:4b00:60d:f53b,4,85,85,-34,242
1441371023.59,bbbb::12:4b00:60d:f53b,5,84,84,-35,240
1441371023.59,bbbb::12:4b00:60d:f53b,6,85,85,-36,242
1441371023.59,bbbb::12:4b00:60d:f53b,7,83,83,-35,242
1441371025.62,bbbb::12:4b00:60d:f53b,8,87,87,-35,241
1441371025.62,bbbb::12:4b00:60d:f53b,9,88,88,-36,242
1441371025.62,bbbb::12:4b00:60d:f53b,10,86,86,-36,238
1441371025.62,bbbb::12:4b00:60d:f53b,11,88,88,-36,240
1441371025.62,bbbb::12:4b00:60d:f53b,12,87,87,-37,240
1441371025.62,bbbb::12:4b00:60d:f53b,13,87,87,-37,242
1441371025.62,bbbb::12:4b00:60d:f53b,14,86,86,-37,242
1441371025.62,bbbb::12:4b00:60d:f53b,15,88,88,-38,240
1441371027.64,bbbb::12:4b00:60d:f53b,0,92,92,-33,242
1441371027.64,bbbb::12:4b00:60d:f53b,1,92,92,-33,242
1441371027.64,bbbb::12:4b00:60d:f53b,2,91,91,-33,240
1441371027.64,bbbb::12:4b00:60d:f53b,3,90,90,-33,242
1441371027.64,bbbb::12:4b00:60d:f53b,4,92,92,-34,242
1441371027.64,bbbb::12:4b00:60d:f53b,5,92,92,-35,242
1441371027.64,bbbb::12:4b00:60d:f53b,6,93,93,-36,242
1441371027.64,bbbb::12:4b00:60d:f53b,7,91,91,-35,242
1441371029.67,bbbb::12:4b00:60d:f53b,8,95,95,-35,242
1441371029.67,bbbb::12:4b00:60d:f53b,9,95,95,-36,240
1441371029.67,bbbb::12:4b00:60d:f53b,10,94,94,-36,239
1441371029.67,bbbb::12:4b00:60d:f53b,11,96,96,-36,242
1441371029.67,bbbb::12:4b00:60d:f53b,12,94,94,-37,238
1441371029.67,bbbb::12:4b00:60d:f53b,13,94,94,-37,240
1441371029.67,bbbb::12:4b00:60d:f53b,14,94,94,-37,242
1441371029.67,bbbb::12:4b00:60d:f53b,15,95,95,-37,242
1441371031.56,bbbb::12:4b00:60d:f53b,0,99,99,-32,242
1441371031.56,bbbb::12:4b00:60d:f53b,1,99,99,-33,242
1441371031.56,bbbb::12:4b00:60d:f53b,2,98,98,-33,242
1441371031.56,bbbb::12:4b00:60d:f53b,3,98,98,-33,242
1441371031.56,bbbb::12:4b00:60d:f53b,4,99,99,-34,242
1441371031.56,bbbb::12:4b00:60d:f53b,5,100,100,-35,242
1441371031.56,bbbb::12:4b00:60d:f53b,6,101,101,-35,242
1441371031.56,bbbb::12:4b00:60d:f53b,7,98,97,-35,242
1441371033.59,bbbb::12:4b00:60d:f53b,8,103,103,-35,242
1441371033.59,bbbb::12:4b00:60d:f53b,9,103,103,-36,242
1441371033.59,bbbb::12:4b00:60d:f53b,10,102,102,-36,242
1441371033.59,bbbb::12:4b00:60d:f53b,11,104,104,-36,242
1441371033.59,bbbb::12:4b00:60d:f53b,12,101,101,-37,242
1441371033.59,bbbb::12:4b00:60d:f53b,13,101,101,-37,242
1441371033.59,bbbb::12:4b00:60d:f53b,14,102,102,-37,242
1441371033.59,bbbb::12:4b00:60d:f53b,15,104,104,-37,242
1441371035.61,bbbb::12:4b00:60d:f53b,0,106,106,-32,236
1441371035.61,bbbb::12:4b00:60d:f53b,1,106,106,-33,242
1441371035.61,bbbb::12:4b00:60d:f53b,2,107,107,-33,241
1441371035.61,bbbb::12:4b00:60d:f53b,3,106,106,-33,242
1441371035.61,bbbb::12:4b00:60d:f53b,4,107,107,-34,242
1441371035.61,bbbb::12:4b00:60d:f53b,5,106,106,-35,240
1441371035.61,bbbb::12:4b00:60d:f53b,6,107,107,-35,240
1441371035.61,bbbb::12:4b00:60d:f53b,7,105,105,-35,240
1441371037.64,bbbb::12:4b00:60d:f53b,8,109,109,-35,242
1441371037.64,bbbb::12:4b00:60d:f53b,9,110,110,-36,240
1441371037.64,bbbb::12:4b00:60d:f53b,10,109,109,-36,242
